rowId,featureKey,value,path
finiteDiff3D/finiteDiff3D,Cast:sourceType=Float64:targetType=UInt8,1,finiteDiff3D/finiteDiff3D.json
finiteDiff3D/finiteDiff3D,FiniteDiff:direction=0:order=1,1,finiteDiff3D/finiteDiff3D.json
finiteDiff3D/finiteDiff3D,Read:type=Float64:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,finiteDiff3D/finiteDiff3D.json
finiteDiff3D/finiteDiff3D,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,finiteDiff3D/finiteDiff3D.json
finiteDiff3D/finiteDiff3D,intercept,1,finiteDiff3D/finiteDiff3D.json
forstner3DKeypoints/forstner3DKeypoints,Forstner3DKeypoints:type=Float64:sigma=3.0:rho=1.5:threshold=0.1:stride=16,1,forstner3DKeypoints/forstner3DKeypoints.json
forstner3DKeypoints/forstner3DKeypoints,NormalNoise:type=Float64:width=64:height=64:depth=64:mean=128.0:std=25.0,1,forstner3DKeypoints/forstner3DKeypoints.json
forstner3DKeypoints/forstner3DKeypoints,WritePointSet,1,forstner3DKeypoints/forstner3DKeypoints.json
forstner3DKeypoints/forstner3DKeypoints,intercept,1,forstner3DKeypoints/forstner3DKeypoints.json
grayscaleClosing/grayscaleClosing,GrayscaleClosing:type=UInt8:radius=3:windowSize=7,1,grayscaleClosing/grayscaleClosing.json
grayscaleClosing/grayscaleClosing,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,grayscaleClosing/grayscaleClosing.json
grayscaleClosing/grayscaleClosing,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,grayscaleClosing/grayscaleClosing.json
grayscaleClosing/grayscaleClosing,intercept,1,grayscaleClosing/grayscaleClosing.json
grayscaleDilate/grayscaleDilate,GrayscaleDilate:type=UInt8:radius=3:windowSize=7,1,grayscaleDilate/grayscaleDilate.json
grayscaleDilate/grayscaleDilate,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,grayscaleDilate/grayscaleDilate.json
grayscaleDilate/grayscaleDilate,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,grayscaleDilate/grayscaleDilate.json
grayscaleDilate/grayscaleDilate,intercept,1,grayscaleDilate/grayscaleDilate.json
grayscaleErode/grayscaleErode,GrayscaleErode:type=UInt8:radius=3:windowSize=7,1,grayscaleErode/grayscaleErode.json
grayscaleErode/grayscaleErode,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,grayscaleErode/grayscaleErode.json
grayscaleErode/grayscaleErode,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,grayscaleErode/grayscaleErode.json
grayscaleErode/grayscaleErode,intercept,1,grayscaleErode/grayscaleErode.json
grayscaleOpening/grayscaleOpening,GrayscaleOpening:type=UInt8:radius=3:windowSize=7,1,grayscaleOpening/grayscaleOpening.json
grayscaleOpening/grayscaleOpening,Read:type=UInt8:format=Image stack:slabDepth=8:multiscaleIndex=0:datasetIndex=0:timepoint=0:channel=0:maxParallelChunks=0:frameAxis=0,1,grayscaleOpening/grayscaleOpening.json
grayscaleOpening/grayscaleOpening,Write:format=Image stack:depth=1:chunkX=64:chunkY=64:chunkZ=8:maxConcurrentWrites=0:frameAxis=0,1,grayscaleOpening/grayscaleOpening.json
grayscaleOpening/grayscaleOpening,intercept,1,grayscaleOpening/grayscaleOpening.json
harris3DKeypoints/harris3DKeypoints,Harris3DKeypoints:type=Float64:sigma=3.0:rho=1.5:k=0.04:threshold=0.1:stride=16,1,harris3DKeypoints/harris3DKeypoints.json
